CONTRATO GENERAL;CONTRATO ABONADO;ZONA ;Dir. Suministro;EMPLAZAMIENTO;INSPECCION
6066;6066;Zona 02;CL/ REGIMIENTO DE NAPOLES, Nº 5;INDIV exterior SIN GRAL;3233
2191;2191;Zona 02;CL/ REGIMIENTO DE NAPOLES, Nº 3;INDIV exterior SIN GRAL;3234
4904;4904;Zona 02;CL/ MARINO DE RIVERA, Nº 4;INDIV exterior SIN GRAL;3266
3456;3456;Zona 02;CL/ MARINO DE RIVERA, Nº 6;INDIV exterior SIN GRAL;3235
8079;8079;Zona 02;CL/ JACINTO RUIZ MENDOZA, Nº 16;INDIV exterior SIN GRAL;3236
4925;4925;Zona 02;CL/ MARINO DE RIVERA, Nº 5;INDIV exterior SIN GRAL;3237
6350;6350;Zona 02;CL/ ALONSO DE GUEVARA VASCONCELLOS, Nº 4;INDIV exterior SIN GRAL;3238
5902;5902;Zona 02;CL/ ALONSO DE GUEVARA VASCONCELLOS, Nº 7;INDIV exterior SIN GRAL;3239
3352;3352;Zona 02;CL/ ALONSO DE GUEVARA VASCONCELLOS, Nº 5;GENERAL exterior;3242
3352;19893;Zona 02;CL/ ALONSO DE GUEVARA VASCONCELLOS, Nº 5, Plt GAR;BATERÍA CON GRAL;3228
3352;19897;Zona 02;CL/ ALONSO DE GUEVARA VASCONCELLOS, Nº 5, Plt 3;BATERÍA CON GRAL;3228
3352;19894;Zona 02;CL/ ALONSO DE GUEVARA VASCONCELLOS, Nº 5, Plt ENT;BATERÍA CON GRAL;3228
3352;19895;Zona 02;CL/ ALONSO DE GUEVARA VASCONCELLOS, Nº 5, Plt 1;BATERÍA CON GRAL;3228
3352;19896;Zona 02;CL/ ALONSO DE GUEVARA VASCONCELLOS, Nº 5, Plt 2;BATERÍA CON GRAL;3228
5931;5931;Zona 02;CL/ REGIMIENTO DE MALAGA, Nº 4;GENERAL exterior;3229
5931;24489;Zona 02;CL/ REGIMIENTO DE MALAGA, Nº 4, Plt GAJ, 1;BATERÍA CON GRAL;3230
5931;24487;Zona 02;CL/ REGIMIENTO DE MALAGA, Nº 4, Plt 3;BATERÍA CON GRAL;3230
5931;24485;Zona 02;CL/ REGIMIENTO DE MALAGA, Nº 4, Plt 1;BATERÍA CON GRAL;3230
5931;24488;Zona 02;CL/ REGIMIENTO DE MALAGA, Nº 4, Plt 4;BATERÍA CON GRAL;3230
5931;24486;Zona 02;CL/ REGIMIENTO DE MALAGA, Nº 4, Plt 2;BATERÍA CON GRAL;3230
5931;24490;Zona 02;CL/ REGIMIENTO DE MALAGA, Nº 4, Plt USO;BATERÍA CON GRAL;3230
4582;4582;Zona 02;CL/ REGIMIENTO DE MALAGA, Nº 6;INDIV exterior SIN GRAL;3240
2199;2199;Zona 02;CL/ REGIMIENTO DE MALAGA, Nº 3, Plt GAR, 01;INDIV exterior SIN GRAL;3241
3291;3291;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2;GENERAL exterior;3283
3291;30137;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Edif (REPOSICION), Plt 3, B;BATERÍA CON GRAL;3284
3291;30136;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Edif (LLENADO), Plt 3, B;BATERÍA CON GRAL;3284
3291;30128;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Plt 1, A;BATERÍA CON GRAL;3284
3291;30125;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Plt ENT, A;BATERÍA CON GRAL;3284
3291;30135;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Plt 3º, B;BATERÍA CON GRAL;3284
3291;30141;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Edif PLACAS SOLARES;BATERÍA CON GRAL;3284
3291;30133;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Plt 2º, C;BATERÍA CON GRAL;3284
3291;30130;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Plt 1º, C;BATERÍA CON GRAL;3284
3291;30127;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Plt ENT, C;BATERÍA CON GRAL;3284
3291;30139;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Edif (LLENADO), Plt 3º, C;BATERÍA CON GRAL;3284
3291;30140;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Edif (REPOSICION), Plt 3º, C;BATERÍA CON GRAL;3284
3291;30131;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Plt 2º, A;BATERÍA CON GRAL;3284
3291;30134;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Plt 3º, A;BATERÍA CON GRAL;3284
3291;30138;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Plt 3º, C;BATERÍA CON GRAL;3284
3291;30132;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Plt 2º, B;BATERÍA CON GRAL;3284
3291;30129;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Plt 1º, B;BATERÍA CON GRAL;3284
3291;30126;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Plt ENT, B;BATERÍA CON GRAL;3284
3291;30142;Zona 02;CL/ ANTONIO SAN JOSE, Nº 2, Edif USOS COMUNES;BATERÍA CON GRAL;3284
15315;15315;Zona 02;CL/ ANTONIO SAN JOSE, Nº 3;INDIV exterior SIN GRAL;3285
26183;26183;Zona 02;CL/ ANTONIO SAN JOSE, Nº 5;INDIV exterior SIN GRAL;3286
11973;11973;Zona 02;CL/ ANTONIO SAN JOSE, Nº 7;INDIV exterior SIN GRAL;3287
4862;4862;Zona 02;CL/ ANTONIO SAN JOSE, Nº 4-6-8;INDIV exterior SIN GRAL;3288
2973;2973;Zona 02;CL/ ANTONIO SAN JOSE, Nº 16;INDIV exterior SIN GRAL;3289
27772;27772;Zona 02;CL/ ANTONIO SAN JOSE, Nº 11;INDIV exterior SIN GRAL;3290
2958;2958;Zona 02;CL/ ANTONIO SAN JOSE, Nº 11, Plt LOC, 01;INDIV exterior SIN GRAL;3291
4938;4938;Zona 02;CL/ ANTONIO SAN JOSE, Nº 18;INDIV exterior SIN GRAL;3292
3300;3300;Zona 02;CL/ ANTONIO SAN JOSE, Nº 22;INDIV exterior SIN GRAL;3293
4069;4069;Zona 02;CL/ ANTONIO SAN JOSE, Nº 17;GENERAL exterior;3294
4069;31265;Zona 02;CL/ ANTONIO SAN JOSE, Nº 13, Plt ENT, 2;BATERÍA CON GRAL;3295
4069;31267;Zona 02;CL/ ANTONIO SAN JOSE, Nº 13, Plt 1, 4;BATERÍA CON GRAL;3295
4069;31269;Zona 02;CL/ ANTONIO SAN JOSE, Nº 13, Plt 2, 6;BATERÍA CON GRAL;3295
4069;31271;Zona 02;CL/ ANTONIO SAN JOSE, Nº 13, Plt 3, 8;BATERÍA CON GRAL;3295
4069;31273;Zona 02;CL/ ANTONIO SAN JOSE, Nº 13, USOS COMUNES;BATERÍA CON GRAL;3295
4069;31264;Zona 02;CL/ ANTONIO SAN JOSE, Nº 13, Plt ENT, 1;BATERÍA CON GRAL;3295
4069;31266;Zona 02;CL/ ANTONIO SAN JOSE, Nº 13, Plt ENT, 3;BATERÍA CON GRAL;3295
4069;31268;Zona 02;CL/ ANTONIO SAN JOSE, Nº 13, Plt 1, 5;BATERÍA CON GRAL;3295
4069;31270;Zona 02;CL/ ANTONIO SAN JOSE, Nº 13, Plt 2, 7;BATERÍA CON GRAL;3295
4069;31272;Zona 02;CL/ ANTONIO SAN JOSE, Nº 13, Plt 3, 9;BATERÍA CON GRAL;3295
2061;2061;Zona 02;CL/ JUAN DE LARA, Nº 10;INDIV exterior SIN GRAL;3296
12867;12867;Zona 02;CL/ JUAN DE LARA, Nº 9;INDIV interior SIN GRAL;3297
6086;6086;Zona 02;CL/ ANTONIO SAN JOSE, Nº 25;INDIV interior SIN GRAL;3298
5880;5880;Zona 02;CL/ ANTONIO SAN JOSE, Nº 29;INDIV exterior SIN GRAL;3299
2800;2800;Zona 02;CL/ ANTONIO SAN JOSE, Nº 30;INDIV exterior SIN GRAL;3300
3125;3125;Zona 02;CL/ ANTONIO SAN JOSE, Nº 32;INDIV exterior SIN GRAL;3268
1877;1877;Zona 02;CL/ SERRANO RUIZ, GENERAL, Nº 10;INDIV exterior SIN GRAL;#N/D
13944;13944;Zona 02;CL/ ANTONIO SAN JOSE, Nº 37;INDIV exterior SIN GRAL;3270
5803;5803;Zona 02;CL/ ANTONIO SAN JOSE, Nº 38;INDIV exterior SIN GRAL;3301
5684;5684;Zona 02;CL/ ANTONIO SAN JOSE, Nº 39;INDIV exterior SIN GRAL;3302
5679;5679;Zona 02;CL/ ANTONIO SAN JOSE, Nº 41;INDIV exterior SIN GRAL;3303
7978;7978;Zona 02;CL/ ANTONIO SAN JOSE, Nº 40;INDIV exterior SIN GRAL;3304
5680;5680;Zona 02;CL/ ANTONIO SAN JOSE, Nº 42;INDIV exterior SIN GRAL;3305
2414;2414;Zona 02;CL/ DIEZ VICARIO, Nº 4;INDIV interior SIN GRAL;3309
12401;12401;Zona 02;PZ/ DAOIZ Y VELARDE, Nº 8, Plt LOC, 01;INDIV exterior SIN GRAL;3310
1898;1898;Zona 02;CL/ NOVAL, CABO, Nº 39;INDIV exterior SIN GRAL;3311
6641;6641;Zona 02;CL/ NOVAL, CABO, Nº 38;INDIV exterior SIN GRAL;3312
16667;16667;Zona 02;CL/ NOVAL, CABO, Nº 36;INDIV exterior SIN GRAL;3313
5675;5675;Zona 02;CL/ NOVAL, CABO, Nº 34;INDIV exterior SIN GRAL;3314
2152;2152;Zona 02;CL/ NOVAL, CABO, Nº 32;INDIV exterior SIN GRAL;3315
16773;16773;Zona 02;CL/ NOVAL, CABO, Nº 35;INDIV exterior SIN GRAL;3316
5443;5443;Zona 02;CL/ NOVAL, CABO, Nº 31;INDIV exterior SIN GRAL;3317
11017;11017;Zona 02;CL/ NOVAL, CABO, Nº 28;INDIV exterior SIN GRAL;3318
5389;5389;Zona 02;CL/ NOVAL, CABO, Nº 29;INDIV exterior SIN GRAL;3319
6329;6329;Zona 02;CL/ NOVAL, CABO, Nº 26;GENERAL exterior;3320
6329;29284;Zona 02;CL/ NOVAL, CABO, Nº 26, Edif PLACA SOLAR;BATERÍA CON GRAL;3321
6329;29286;Zona 02;CL/ NOVAL, CABO, Nº 26, Plt 3;BATERÍA CON GRAL;3321
6329;29287;Zona 02;CL/ NOVAL, CABO, Nº 26, Plt 2;BATERÍA CON GRAL;3321
6329;29288;Zona 02;CL/ NOVAL, CABO, Nº 26, Plt 1;BATERÍA CON GRAL;3321
6329;29289;Zona 02;CL/ NOVAL, CABO, Nº 26, Plt ENT;BATERÍA CON GRAL;3321
6329;29290;Zona 02;CL/ NOVAL, CABO, Nº 26, Plt GJ, 1;BATERÍA CON GRAL;3321
6329;29291;Zona 02;CL/ NOVAL, CABO, Nº 26, Plt GJ, 2;BATERÍA CON GRAL;3321
6329;29292;Zona 02;CL/ NOVAL, CABO, Nº 26, Edif USOS COMUNES;BATERÍA CON GRAL;3321
8144;8144;Zona 02;CL/ NOVAL, CABO, Nº 27;INDIV exterior SIN GRAL;3322
11358;11358;Zona 02;CL/ NOVAL, CABO, Nº 24;INDIV exterior SIN GRAL;3323
2059;2059;Zona 02;CL/ JUAN DE LARA, Nº 3;INDIV interior SIN GRAL;3324
5707;5707;Zona 02;CL/ JUAN DE LARA, Nº 5, Plt LOC, 01;INDIV interior SIN GRAL;3325
27815;27815;Zona 02;CL/ JUAN DE LARA, Nº 5;INDIV interior SIN GRAL;3326
12206;12206;Zona 02;CL/ NOVAL, CABO, Nº 18, Plt LOC;INDIV exterior SIN GRAL;3327
6357;6357;Zona 02;CL/ NOVAL, CABO, Nº 21;INDIV exterior SIN GRAL;3328
6673;6673;Zona 02;CL/ NOVAL, CABO, Nº 19;INDIV exterior SIN GRAL;3329
738;738;Zona 02;CL/ NOVAL, CABO, Nº 16;INDIV exterior SIN GRAL;3330
3272;3272;Zona 02;CL/ NOVAL, CABO, Nº 10;GENERAL exterior;3331
3272;30730;Zona 02;CL/ NOVAL, CABO, Nº 10, Edif PLACA SOLAR;BATERÍA CON GRAL;3332
3272;30728;Zona 02;CL/ NOVAL, CABO, Nº 10, Plt 4;BATERÍA CON GRAL;3332
3272;30727;Zona 02;CL/ NOVAL, CABO, Nº 10, Plt 3;BATERÍA CON GRAL;3332
3272;30726;Zona 02;CL/ NOVAL, CABO, Nº 10, Plt 2;BATERÍA CON GRAL;3332
3272;30725;Zona 02;CL/ NOVAL, CABO, Nº 10, Plt 1;BATERÍA CON GRAL;3332
3272;30729;Zona 02;CL/ NOVAL, CABO, Nº 10, Plt GR;BATERÍA CON GRAL;3332
2838;2838;Zona 02;CL/ NOVAL, CABO, Nº 8;BATERÍA CON GRAL;3332
1985;1985;Zona 02;CL/ LUIS DE CAPPA, Nº 4;INDIV exterior SIN GRAL;3334
5992;5992;Zona 02;CL/ NOVAL, CABO, Nº 7;INDIV interior SIN GRAL;3335
8179;8179;Zona 02;CL/ NOVAL, CABO, Nº 1;INDIV exterior SIN GRAL;3336
11728;11728;Zona 02;CL/ NOVAL, CABO, Nº 4;INDIV exterior SIN GRAL;3337
77;77;Zona 02;CL/ NOVAL, CABO, Nº 6;GENERAL exterior;3338
77;18708;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt LOC, 2;BATERÍA CON GRAL;3339
77;18688;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 1, D;BATERÍA CON GRAL;3339
77;18701;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 3, C;BATERÍA CON GRAL;3339
77;18692;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 2, A;BATERÍA CON GRAL;3339
77;18693;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 2, B;BATERÍA CON GRAL;3339
77;18712;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt LOC, 6;BATERÍA CON GRAL;3339
77;18689;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 1, E;BATERÍA CON GRAL;3339
77;18696;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 2, E;BATERÍA CON GRAL;3339
77;18705;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 3, G;BATERÍA CON GRAL;3339
77;18685;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 1, A;BATERÍA CON GRAL;3339
77;18686;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 1, B;BATERÍA CON GRAL;3339
77;18702;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 3, D;BATERÍA CON GRAL;3339
77;18694;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 2, C;BATERÍA CON GRAL;3339
77;18709;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt LOC, 3;BATERÍA CON GRAL;3339
77;18710;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt LOC, 4;BATERÍA CON GRAL;3339
77;18691;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 1, G;BATERÍA CON GRAL;3339
77;18698;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 2, G;BATERÍA CON GRAL;3339
77;18704;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 3, F;BATERÍA CON GRAL;3339
77;18687;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 1, C;BATERÍA CON GRAL;3339
77;18699;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 3, A;BATERÍA CON GRAL;3339
77;18700;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 3, B;BATERÍA CON GRAL;3339
77;18695;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 2, D;BATERÍA CON GRAL;3339
77;18707;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt LOC, 1;BATERÍA CON GRAL;3339
77;18690;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 1, F;BATERÍA CON GRAL;3339
77;18697;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 2, F;BATERÍA CON GRAL;3339
77;18703;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt 3, E;BATERÍA CON GRAL;3339
77;18711;Zona 02;CL/ NOVAL, CABO, Nº 6, Plt LOC, 5;BATERÍA CON GRAL;3339
77;18706;Zona 02;CL/ NOVAL, CABO, Nº 6;BATERÍA CON GRAL;3339
